filename,tokens,mean_surprisal,median_surprisal,min_surprisal,max_surprisal,uid_variance,uid_pairwise,model,dataset,vocab_size,sentence_length,model_class,model_family
llama-2-7b-chat@q8_0_94.csv,1023,3.433422131042861,2.273277521133423,6.724678678438067e-05,31.1861515045166,12.504708467499322,25.12757563775149,llama-2-7b-chat@q8_0,WildChat,354.0,22.56410256410257,chat,llama
mistral-7b-v0.1@q8_0_271.csv,197,5.340152361035331,5.0623273849487305,0.0003380715206731,23.912052154541016,14.86403544652538,26.471159255815834,mistral-7b-v0.1@q8_0,WildChat,133.0,23.5,base,mistral
mistral-plus-7b@q8_0_28.csv,80,5.253358665294945,5.36886191368103,0.126387670636177,16.631380081176758,14.036579804458706,28.36087287391708,mistral-plus-7b@q8_0,WildChat,58.0,17.0,chat,mistral
llama-2-7b-chat@q8_0_66.csv,1023,3.469924890594337,2.351499319076538,4.127589363633888e-06,28.804054260253903,13.699576291959431,29.083367936597003,llama-2-7b-chat@q8_0,WildChat,398.0,25.677419354838708,chat,llama
llama-2-7b-chat@q8_0_150.csv,1023,2.864745674822281,1.3618061542510986,7.859821198508143e-05,21.78069877624512,12.899405387955763,24.122694546065738,llama-2-7b-chat@q8_0,WildChat,351.0,15.192307692307692,chat,llama
llama-2-7b-32k-instruct@q8_0_12.csv,358,4.320906227302195,2.606996178627014,0.0003960444009862,18.774547576904297,20.057682215443275,38.21711450609873,llama-2-7b-32k-instruct@q8_0,WildChat,182.0,30.75,instruct,llama
mistral-7b-v0.1@q8_0_116.csv,647,1.9179366628669627,0.0559476763010025,0.0023020175285637,23.57429313659668,12.937104080171466,16.79591139470683,mistral-7b-v0.1@q8_0,WildChat,127.0,15.727272727272728,base,mistral
llama-2-7b-chat@q8_0_272.csv,353,4.1245263286726255,3.038541316986084,0.0002496544038876,18.777633666992188,15.1163068923217,29.241190614288477,llama-2-7b-chat@q8_0,WildChat,188.0,17.1875,chat,llama
llama-2-7b-chat@q8_0_124.csv,536,3.047905678657008,2.095888137817383,0.0006788031896576,15.484786033630373,9.001376728315549,17.827076433458323,llama-2-7b-chat@q8_0,WildChat,234.0,15.928571428571429,chat,llama
mistral-7b-instruct-v0.1@q8_0_74.csv,353,3.670995032700391,1.8643345832824707,3.405296592973173e-05,21.253063201904297,18.01434080488982,34.324229932881046,mistral-7b-instruct-v0.1@q8_0,WildChat,160.0,48.6,instruct,mistral
mistral-plus-7b@q8_0_214.csv,125,3.671429529878311,3.237678050994873,0.0007599334931001,14.280673027038574,9.21863008905928,19.50632434931784,mistral-plus-7b@q8_0,WildChat,83.0,16.666666666666668,chat,mistral
mistral-7b-v0.1@q8_0_86.csv,502,4.105732029705912,3.3199132680892944,0.0002435479837004,23.422426223754883,13.18775486215263,24.08497326131662,mistral-7b-v0.1@q8_0,WildChat,244.0,21.473684210526315,base,mistral
llama-2-7b-32k-instruct@q8_0_270.csv,1023,3.1867067817673504,2.0491886138916016,7.343845936702564e-05,23.91117286682129,12.309181731117434,25.98188663399547,llama-2-7b-32k-instruct@q8_0,WildChat,368.0,14.39622641509434,instruct,llama
llama-2-7b-chat@q8_0_67.csv,1023,2.988459630627736,1.926339626312256,6.99986339895986e-05,22.96074485778809,10.814659574247852,21.427688016889224,llama-2-7b-chat@q8_0,WildChat,396.0,18.22222222222222,chat,llama
llama-2-7b@q8_0_297.csv,809,4.3018343447071485,3.8292195796966553,0.0001854092115536,22.513612747192383,11.057911706841937,21.082360894789,llama-2-7b@q8_0,WildChat,407.0,34.8,base,llama
llama-2-7b@q8_0_22.csv,1023,0.7651688297031981,0.0081111025065183,0.0002167144120903,19.47858428955078,4.671762834113123,3.686334575149617,llama-2-7b@q8_0,WildChat,123.0,16.07547169811321,base,llama
mistral-7b-v0.1@q8_0_40.csv,1023,2.5369124718223968,0.1911098510026931,1.289875672227936e-05,25.653467178344727,16.9714788388227,23.63838518662019,mistral-7b-v0.1@q8_0,WildChat,252.0,17.65714285714286,base,mistral
mistral-7b-v0.1@q8_0_181.csv,169,4.422634608858987,3.4221487045288086,0.0045664794743061,17.150484085083008,13.873351180376098,28.904234836149183,mistral-7b-v0.1@q8_0,WildChat,105.0,25.6,base,mistral
mistral-plus-7b@q8_0_44.csv,124,3.873342817069985,2.4336323738098145,0.0006879225838929,17.419208526611328,14.757702626740944,32.9297247001323,mistral-plus-7b@q8_0,WildChat,80.0,14.0,chat,mistral
llama-2-7b-chat@q8_0_10.csv,1023,3.2613492720120902,2.340806722640991,3.061323513975367e-05,22.309101104736328,10.41586165732145,20.335732416415592,llama-2-7b-chat@q8_0,WildChat,358.0,16.959183673469386,chat,llama
llama-2-7b-chat@q8_0_282.csv,1023,3.0902001040884315,1.7349618673324585,0.0001229728368343,32.93088150024414,14.7598867469382,27.15691104982417,llama-2-7b-chat@q8_0,WildChat,271.0,20.620689655172413,chat,llama
llama-2-7b@q8_0_296.csv,1023,4.857107763458417,2.1310622692108154,6.019405191182159e-06,107.30361938476562,123.37958605275884,232.1966751020232,llama-2-7b@q8_0,WildChat,311.0,39.44444444444444,base,llama
llama-2-7b@q8_0_226.csv,247,4.030652431782412,3.5887935161590576,9.476554987486452e-05,15.495868682861328,11.06319672042544,20.56280584084076,llama-2-7b@q8_0,WildChat,163.0,18.7,base,llama
mistral-7b-instruct-v0.1@q8_0_15.csv,276,4.194979730642471,2.490905523300171,0.0002804449759423,20.31292152404785,18.62140053298171,34.76745134402465,mistral-7b-instruct-v0.1@q8_0,WildChat,133.0,194.0,instruct,mistral
llama-2-7b-chat@q8_0_217.csv,429,3.8141947000907943,2.681513786315918,0.0002199825830757,20.943851470947266,13.058498454888785,27.488533777761965,llama-2-7b-chat@q8_0,WildChat,233.0,12.12,chat,llama
llama-2-7b-32k-instruct@q8_0_30.csv,43,4.9684610086125,3.91680645942688,0.0618154555559158,14.873887062072754,13.14707672136338,28.02060186805729,llama-2-7b-32k-instruct@q8_0,WildChat,36.0,12.333333333333334,instruct,llama
mistral-7b-instruct-v0.1@q8_0_207.csv,417,3.032446857872271,1.801411509513855,0.0001953855244209,32.18547821044922,13.357409561842116,27.457969205586227,mistral-7b-instruct-v0.1@q8_0,WildChat,162.0,22.4375,instruct,mistral
mistral-7b-instruct-v0.1@q8_0_215.csv,180,3.98220011069926,2.836989641189575,0.0001695848623057,21.13823699951172,15.677572392185889,34.19932664243903,mistral-7b-instruct-v0.1@q8_0,WildChat,112.0,11.5,instruct,mistral
mistral-7b-instruct-v0.1@q8_0_88.csv,238,3.5689616900841323,2.8315625190734863,0.0002038138336502,17.154224395751953,9.359166063290532,19.241023569273526,mistral-7b-instruct-v0.1@q8_0,WildChat,143.0,10.333333333333334,instruct,mistral
mistral-7b-v0.1@q8_0_247.csv,362,2.385052502348579,0.2776688635349273,3.628879494499415e-05,23.145063400268555,15.870505023781025,21.211556120840825,mistral-7b-v0.1@q8_0,WildChat,57.0,43.0,base,mistral
llama-2-7b-chat@q8_0_33.csv,630,3.385348198856877,2.4594645500183105,8.94312597665703e-06,17.417346954345703,10.435435214365825,21.08176550144232,llama-2-7b-chat@q8_0,WildChat,245.0,23.863636363636363,chat,llama
llama-2-7b-32k-instruct@q8_0_203.csv,1023,4.435869421167154,3.1367220878601074,1.94341700989753e-05,35.524147033691406,20.89739431242976,41.40575369912072,llama-2-7b-32k-instruct@q8_0,WildChat,421.0,21.46153846153846,instruct,llama
llama-2-7b-chat@q8_0_64.csv,535,2.711437927686912,1.0768107175827026,0.0003535536525305,28.933500289916992,13.024826163822803,22.810873103123846,llama-2-7b-chat@q8_0,WildChat,174.0,17.6,chat,llama
llama-2-7b-32k-instruct@q8_0_221.csv,393,3.504370379303366,2.451135635375977,0.0002395917254034,21.247148513793945,14.599275394851963,27.000901423954613,llama-2-7b-32k-instruct@q8_0,WildChat,154.0,19.9,instruct,llama
mistral-7b-instruct-v0.1@q8_0_117.csv,1023,2.924493468624323,2.081985712051392,0.0001147169896285,22.4379997253418,8.610364582177983,17.104703412528128,mistral-7b-instruct-v0.1@q8_0,WildChat,358.0,26.939393939393938,instruct,mistral
llama-2-7b-chat@q8_0_177.csv,1023,3.4008424521106324,2.11128568649292,0.000240795809077,33.27218246459961,15.214097026185494,31.72672440452113,llama-2-7b-chat@q8_0,WildChat,339.0,16.043478260869566,chat,llama
mistral-7b-instruct-v0.1@q8_0_40.csv,326,4.520831031078099,3.207004427909851,6.724678678438067e-05,20.94955062866211,18.956744701215968,40.205641799078016,mistral-7b-instruct-v0.1@q8_0,WildChat,181.0,75.0,instruct,mistral
llama-2-7b-chat@q8_0_163.csv,78,5.128840888444429,4.8007776737213135,0.0191206876188516,13.734352111816406,14.25343877993769,32.70996612848797,llama-2-7b-chat@q8_0,WildChat,59.0,13.0,chat,llama
mistral-plus-7b@q8_0_197.csv,105,3.466363636128205,2.29919695854187,0.000615571218077,14.759068489074709,11.778349866610135,24.451683696157264,mistral-plus-7b@q8_0,WildChat,72.0,16.6,chat,mistral
llama-2-7b-32k-instruct@q8_0_292.csv,37,5.160902734543826,4.12838077545166,0.2063530385494232,14.506232261657717,14.314966812442895,26.54719138073112,llama-2-7b-32k-instruct@q8_0,WildChat,35.0,18.0,instruct,llama
llama-2-7b@q8_0_46.csv,1023,3.833216731790633,2.291558265686035,8.324200462084264e-05,34.39216613769531,21.32493344021893,39.863180928644326,llama-2-7b@q8_0,WildChat,419.0,23.90909090909091,base,llama
mistral-7b-instruct-v0.1@q8_0_153.csv,207,3.5911726705702685,2.924933910369873,0.0001572007022332,15.922473907470703,11.050799977561642,18.51727543028956,mistral-7b-instruct-v0.1@q8_0,WildChat,97.0,22.5,instruct,mistral
llama-2-7b@q8_0_8.csv,137,4.037780940891171,1.9859569072723389,0.0001771530078258,16.8896541595459,20.816291089919584,35.277575065568925,llama-2-7b@q8_0,WildChat,69.0,16.666666666666668,base,llama
mistral-7b-v0.1@q8_0_85.csv,64,4.572021425909043,4.246229410171509,0.001944025279954,13.726133346557615,11.824307805526324,23.83939440402304,mistral-7b-v0.1@q8_0,WildChat,52.0,12.25,base,mistral
mistral-7b-v0.1@q8_0_8.csv,340,4.232038590508508,0.1013896465301513,4.867191091761924e-05,41.07930374145508,67.45921675801216,144.03386424920217,mistral-7b-v0.1@q8_0,WildChat,84.0,149.0,base,mistral
llama-2-7b-chat@q8_0_98.csv,222,3.442527772305045,1.7680121064186096,0.0001628767640795,17.975988388061523,17.53703317065022,29.42419420791328,llama-2-7b-chat@q8_0,WildChat,102.0,15.090909090909092,chat,llama
mistral-plus-7b@q8_0_162.csv,52,5.129722324701456,4.4916322231292725,0.2571251392364502,17.22492218017578,11.149481349642278,22.44088928585136,mistral-plus-7b@q8_0,WildChat,42.0,10.25,chat,mistral
mistral-plus-7b@q8_0_78.csv,186,4.394545281166649,3.100357413291931,0.0001800770696718,18.06374931335449,14.7013252771651,27.434896268093866,mistral-plus-7b@q8_0,WildChat,119.0,13.1,chat,mistral
llama-2-7b-chat@q8_0_56.csv,1023,2.478358599532321,0.9237684607505798,3.972854028688744e-05,26.05278205871582,12.46285976738378,22.974459161486752,llama-2-7b-chat@q8_0,WildChat,371.0,13.755555555555556,chat,llama
mistral-7b-v0.1@q8_0_190.csv,98,5.0472505852299125,4.0744948387146,0.0002522346039768,15.005407333374023,15.866035552993754,24.30320167922024,mistral-7b-v0.1@q8_0,WildChat,67.0,12.0,base,mistral
llama-2-7b-chat@q8_0_86.csv,1023,3.050234161735897,1.8252925872802728,0.0001369046804029,24.2587947845459,11.147965953042627,21.75910163969011,llama-2-7b-chat@q8_0,WildChat,367.0,14.462962962962964,chat,llama
llama-2-7b-32k-instruct@q8_0_55.csv,246,4.684597743431575,3.6251341104507446,0.0002385596599197,27.016357421875,19.49833708302677,41.98372209611463,llama-2-7b-32k-instruct@q8_0,WildChat,125.0,14.214285714285714,instruct,llama
mistral-plus-7b@q8_0_263.csv,565,4.360684015866744,3.5460708141326904,0.0002960985293611,24.223711013793945,15.301075443854392,30.195779628949,mistral-plus-7b@q8_0,WildChat,301.0,16.392857142857142,chat,mistral
llama-2-7b-32k-instruct@q8_0_59.csv,3,11.89988931020101,12.542988777160645,6.166990280151367,16.989688873291016,19.72858926852637,78.89208083590574,llama-2-7b-32k-instruct@q8_0,WildChat,3.0,2.0,instruct,llama
mistral-7b-instruct-v0.1@q8_0_87.csv,1023,1.946352709692345,0.4210606217384338,0.0001281327713513,23.455904006958008,10.288035001544204,15.179098705689896,mistral-7b-instruct-v0.1@q8_0,WildChat,112.0,51.5,instruct,mistral
llama-2-7b-chat@q8_0_63.csv,149,5.2426895316348,3.7935774326324463,0.0007525343680754,20.31292152404785,18.9378206248082,40.22716021509147,llama-2-7b-chat@q8_0,WildChat,103.0,56.5,chat,llama
mistral-7b-instruct-v0.1@q8_0_161.csv,217,3.228018013700765,2.63067364692688,0.0001847211970016,15.490756034851074,8.364031730885632,16.025960707444735,mistral-7b-instruct-v0.1@q8_0,WildChat,127.0,25.857142857142858,instruct,mistral
mistral-7b-v0.1@q8_0_35.csv,1023,4.155382782499959,3.061715602874756,0.0004204728465992,22.21581077575684,17.04385477843368,30.87674132961833,mistral-7b-v0.1@q8_0,WildChat,430.0,29.954545454545453,base,mistral
mistral-plus-7b@q8_0_77.csv,306,3.38443819188094,2.702608823776245,0.0001486006658524,26.599409103393555,10.643682342860975,21.57910848641918,mistral-plus-7b@q8_0,WildChat,169.0,22.5,chat,mistral
mistral-7b-instruct-v0.1@q8_0_188.csv,143,3.4909960971422693,2.620473623275757,0.000194353488041,17.58688735961914,11.831814529484609,24.083860012503514,mistral-7b-instruct-v0.1@q8_0,WildChat,97.0,8.454545454545455,instruct,mistral
llama-2-7b-32k-instruct@q8_0_143.csv,371,3.6756985133046736,2.756913423538208,0.0003989689284935,17.40152931213379,12.715621312477106,24.622304332879168,llama-2-7b-32k-instruct@q8_0,WildChat,174.0,22.09090909090909,instruct,llama
llama-2-7b-chat@q8_0_104.csv,253,3.7968389138366794,2.823800563812256,0.0010373422410339,16.8258113861084,12.036717315251652,22.599812342710337,llama-2-7b-chat@q8_0,WildChat,151.0,13.125,chat,llama
mistral-7b-v0.1@q8_0_13.csv,536,4.083718826574656,3.5407638549804688,0.0001842051715357,17.81508445739746,11.100312221707506,23.09914768051261,mistral-7b-v0.1@q8_0,WildChat,254.0,17.48,base,mistral
mistral-7b-instruct-v0.1@q8_0_132.csv,1023,3.908861812433511,1.6744694709777832,0.0001210808695759,39.70751953125,35.91941486832909,73.36706443842371,mistral-7b-instruct-v0.1@q8_0,WildChat,325.0,26.19047619047619,instruct,mistral
llama-2-7b-32k-instruct@q8_0_76.csv,92,4.82168931208308,3.760093092918396,0.0197037626057863,16.871620178222656,14.063474498240485,28.67846170292473,llama-2-7b-32k-instruct@q8_0,WildChat,72.0,13.166666666666666,instruct,llama
mistral-plus-7b@q8_0_205.csv,370,4.089910097769737,3.4416037797927856,0.0002315072197234,14.140353202819824,10.94516272727665,21.33101803253412,mistral-plus-7b@q8_0,WildChat,213.0,22.53846153846154,chat,mistral
mistral-7b-instruct-v0.1@q8_0_48.csv,18,4.410753379265468,3.382419466972351,0.7965523600578308,11.63876724243164,8.535618402146211,25.47402741777039,mistral-7b-instruct-v0.1@q8_0,WildChat,18.0,7.5,instruct,mistral
mistral-7b-v0.1@q8_0_242.csv,269,3.507060750695038,2.7439515590667725,0.0002127582265529,20.44835090637207,10.72053283419681,15.40930236811657,mistral-7b-v0.1@q8_0,WildChat,114.0,28.428571428571427,base,mistral
mistral-plus-7b@q8_0_240.csv,1023,4.213436890064933,3.2116193771362305,0.0002534386876504,22.061466217041016,15.62259752049234,31.769438189253854,mistral-plus-7b@q8_0,WildChat,476.0,15.88,chat,mistral
llama-2-7b-chat@q8_0_200.csv,1023,1.295384168941663,0.0826733633875846,0.00038245410542,21.547019958496094,7.8116331632243154,10.585217513672369,llama-2-7b-chat@q8_0,WildChat,144.0,20.113636363636363,chat,llama
mistral-plus-7b@q8_0_133.csv,478,3.695261279230915,2.8066118955612183,2.2529902707901783e-05,19.48697853088379,11.96513059576642,22.69086755009526,mistral-plus-7b@q8_0,WildChat,211.0,14.791666666666666,chat,mistral
llama-2-7b-chat@q8_0_213.csv,1023,2.5612067143034865,0.3060515820980072,2.493770080036484e-05,35.20977783203125,20.387743539313743,43.47144352193504,llama-2-7b-chat@q8_0,WildChat,287.0,8.432098765432098,chat,llama
llama-2-7b-chat@q8_0_161.csv,500,2.4922180479600797,1.648814082145691,7.137456850614399e-05,18.122119903564453,6.720083934683938,14.013371086694582,llama-2-7b-chat@q8_0,WildChat,200.0,25.4375,chat,llama
mistral-plus-7b@q8_0_294.csv,719,3.208235876192938,1.243938446044922,0.0003661115188151,32.26662063598633,18.835566779282548,30.950211736248296,mistral-plus-7b@q8_0,WildChat,128.0,186.0,chat,mistral
llama-2-7b-32k-instruct@q8_0_257.csv,161,3.9044110639308585,2.9380760192871094,0.0018929644720628,18.889366149902344,14.473342934266263,22.782928064284075,llama-2-7b-32k-instruct@q8_0,WildChat,96.0,6.45,instruct,llama
llama-2-7b-chat@q8_0_142.csv,590,2.9057122777292843,1.7125658988952637,0.0001295087422477,16.89650535583496,10.3559949383206,18.498287593751147,llama-2-7b-chat@q8_0,WildChat,256.0,21.55,chat,llama
mistral-7b-instruct-v0.1@q8_0_206.csv,1023,2.486792056900433,0.6052666306495667,0.0002115541719831,34.39475631713867,17.576173526832157,31.385894683830838,mistral-7b-instruct-v0.1@q8_0,WildChat,163.0,14.387096774193548,instruct,mistral
mistral-plus-7b@q8_0_66.csv,551,4.357744338184941,3.225114345550537,0.0002847453870344,25.02935028076172,14.304829799420368,29.61455181755247,mistral-plus-7b@q8_0,WildChat,281.0,25.823529411764707,chat,mistral
mistral-7b-v0.1@q8_0_7.csv,313,2.6820543529294705,0.9466517567634584,0.0022938353940844,25.51934242248535,12.088189619267846,18.960757174792064,mistral-7b-v0.1@q8_0,WildChat,133.0,21.857142857142858,base,mistral
llama-2-7b-chat@q8_0_97.csv,517,2.982438861443159,2.0173046588897705,0.000248364318395,18.83253669738769,9.749734029947994,17.07727408689576,llama-2-7b-chat@q8_0,WildChat,197.0,8.86111111111111,chat,llama
mistral-7b-v0.1@q8_0_76.csv,335,3.946123421908905,2.8530843257904053,0.0003124403010588,20.599260330200195,15.056128735018104,25.80799035187007,mistral-7b-v0.1@q8_0,WildChat,136.0,25.875,base,mistral
llama-2-7b-32k-instruct@q8_0_17.csv,366,4.93406433821625,3.5587271451950078,1.530653753434308e-05,20.383363723754883,20.503195808823413,42.46186178023756,llama-2-7b-32k-instruct@q8_0,WildChat,203.0,37.85714285714285,instruct,llama
llama-2-7b@q8_0_68.csv,186,4.4993816256298285,3.159309506416321,0.0001642527786316,20.60286521911621,20.211219676067905,29.410332236030616,llama-2-7b@q8_0,WildChat,116.0,17.0,base,llama
llama-2-7b-32k-instruct@q8_0_46.csv,1023,2.8744604096703186,1.4708116054534912,0.0002406237908871,22.08889579772949,12.594685814436636,26.59731279459955,llama-2-7b-32k-instruct@q8_0,WildChat,370.0,12.535714285714286,instruct,llama
llama-2-7b-chat@q8_0_178.csv,1023,3.908139507766478,2.374462127685547,0.0004216770757921,120.58592987060548,60.36343871570429,128.0293251197131,llama-2-7b-chat@q8_0,WildChat,390.0,13.1,chat,llama
llama-2-7b@q8_0_3.csv,389,1.618788887592771,0.0075219743885099,0.0001518686767667,18.957887649536133,12.61159251250402,11.09032872588126,llama-2-7b@q8_0,WildChat,81.0,18.46153846153846,base,llama
llama-2-7b@q8_0_67.csv,583,4.168214373512362,3.3523600101470947,3.7664693081751466e-05,25.433937072753903,15.182646835855904,32.337859639914704,llama-2-7b@q8_0,WildChat,312.0,24.3125,base,llama
mistral-7b-instruct-v0.1@q8_0_28.csv,383,3.4504901062962072,2.2524259090423584,0.0002706400991883,21.90457344055176,14.49341420052044,30.49503236690047,mistral-7b-instruct-v0.1@q8_0,WildChat,138.0,10.9,instruct,mistral
llama-2-7b-32k-instruct@q8_0_48.csv,74,6.805852068839847,6.590111970901489,0.0524739921092987,20.638561248779297,20.0963804199105,36.60149312351613,llama-2-7b-32k-instruct@q8_0,WildChat,63.0,12.0,instruct,llama
llama-2-7b-32k-instruct@q8_0_162.csv,248,5.168348930415608,3.590856075286865,0.0107200238853693,23.03118324279785,23.73194453695292,36.631799928450015,llama-2-7b-32k-instruct@q8_0,WildChat,110.0,18.875,instruct,llama
llama-2-7b-32k-instruct@q8_0_125.csv,933,3.502358343694276,2.678722620010376,4.454419467947446e-05,22.77108383178711,11.099206245708263,23.54467431029153,llama-2-7b-32k-instruct@q8_0,WildChat,386.0,15.26923076923077,instruct,llama
mistral-7b-instruct-v0.1@q8_0_238.csv,1023,2.7251171204091924,2.38848090171814,0.001051627099514,23.02289772033692,5.551839907901565,8.543602975164942,mistral-7b-instruct-v0.1@q8_0,WildChat,38.0,14.125,instruct,mistral
llama-2-7b-32k-instruct@q8_0_161.csv,406,2.983485394379798,2.107844948768616,0.0001998576772166,22.06264877319336,10.693164659774212,22.73770397915871,llama-2-7b-32k-instruct@q8_0,WildChat,193.0,19.47058823529412,instruct,llama
mistral-7b-v0.1@q8_0_74.csv,409,2.812637636226244,0.3262447416782379,0.0034388466738164,22.81486320495605,19.807699154543705,24.3175408453522,mistral-7b-v0.1@q8_0,WildChat,125.0,11.461538461538462,base,mistral
